x,y,z,delta_z,vx,vy,vz,delta_vz,ax,ay,az,heading,delta_heading,dist_bottom,eph,epv,evh,evv,z_reset_counter,vz_reset_counter,heading_reset_counter,dist_bottom_valid
0.47088942379698767,0.5630631413523434,0.6951611640889863,0.0,0.8452615325832317,0.5150917208730297,0.04642370588246769,9.71445146547012e-17,0.523043088876038,0.33713057537423013,0.27446385342999563,0.703871167331477,0.07251623399310608,0.3034153744721267,0.5624981061121392,0.5893438338615162,0.2877018935015849,0.9021423110770428,0.0,6.661338147750939e-16,0.9274837660069029,0.08035107300540353
0.49071745855489807,0.5471746101240827,0.6884197557688239,0.0,0.8338568233605399,0.47596653378812015,0.04400011421339578,9.71445146547012e-17,0.41320758591108575,0.5550098375335146,0.27566268731565485,0.6908400255382476,0.07251619711520951,0.31017058579530504,0.5524138065031341,0.5701130437437669,0.32548165990464906,0.9047317919391196,0.0,4.440892098500626e-16,0.9274838028847876,0.08035317986760701
0.5116133651206911,0.5379877584057019,0.6811509898107174,0.0,0.822937402174893,0.4474581270978658,0.04329559605076794,9.71445146547012e-17,0.3986275396169545,0.7079624748649409,0.3034926303004871,0.6628660577899481,0.07251618742899757,0.3174542354727048,0.5428139081772336,0.5588936800881399,0.3568746325800536,0.9076920999992772,0.0,6.661338147750939e-16,0.9274838125710074,0.08035373324891613
0.5271992386397666,0.5351556755012222,0.6751682545467936,0.0,0.8076780595748955,0.4354648882595875,0.0428634284570788,9.71445146547012e-17,0.40837020811174274,0.729758280501347,0.3282425038688226,0.638789076329144,0.07251619711520951,0.3234492217027973,0.5355102933637514,0.5546589325223366,0.38012615054555354,0.9101440419146929,0.0,6.661338147750939e-16,0.9274838028847876,0.08035317986760701
0.5420858167928988,0.5338513853620153,0.6681349482735697,0.0,0.7762053368358146,0.4313292445015112,0.0410231977052552,0.0,0.36836912592895354,0.6586258418609449,0.33648279235982664,0.621174935729754,0.0725161997185087,0.33049692993650803,0.5266897609530332,0.5464999859575492,0.41116153954800083,0.9126511769382848,0.0,4.440892098500626e-16,0.9274838002814887,0.08035303113912796
0.5500489658513277,0.5359151361451276,0.6616680597575653,0.0,0.7427697027454898,0.4382446549907363,0.0388384799883178,0.0,0.3777480310700796,0.5604938341757791,0.3267454422438243,0.6156367552431616,0.07251619711522422,0.3369770604195429,0.5175696216768397,0.5393524831100152,0.44065803077454735,0.9146189501401283,0.0,4.440892098500626e-16,0.9274838028847876,0.08035317986760701
0.5504739498100462,0.5442991508610061,0.6539180571315761,0.0,0.70671237674955,0.45969212140789273,0.03665745155485356,9.71445146547012e-17,0.5325052310375589,0.4696037130855887,0.30385995020036455,0.6177968667876721,0.0725161964288964,0.34474293247685067,0.5061764953241479,0.5341130924102586,0.47412044769245565,0.9167643044737526,0.0,4.440892098500626e-16,0.9274838035711133,0.08035321907782816
0.5466338344196515,0.5537855063057661,0.6478715449888313,0.0,0.6786246519577969,0.4774687469152362,0.0350111779600597,9.71445146547012e-17,0.6338067342128894,0.43563573820414686,0.2911388018005759,0.6149670205820801,0.07251619711520951,0.350801825880968,0.5020907401655474,0.5239991293583302,0.5020947234414557,0.9187039905579848,0.0,4.440892098500626e-16,0.9274838028847876,0.08035317986760701
0.5398001533421575,0.5669654940215413,0.6401204849715325,0.0,0.637680491934465,0.49135110439359897,0.03270315038394178,9.71445146547012e-17,0.5712359931110804,0.44825051013503747,0.2956953564839933,0.5950675971637569,0.07251619732579084,0.358568757447738,0.5042560229952802,0.5004991276635486,0.5421934607421868,0.9215726907978672,0.0,4.440892098500626e-16,0.9274838026742129,0.08035316783735562
0.5306371538775088,0.57750145309854,0.6332481838912716,0.0,0.6003108277582347,0.5036782211327406,0.03160056394057198,9.71445146547012e-17,0.45188153698951405,0.4872008148589795,0.3055089231524897,0.5808316779936105,0.07251619711520951,0.36545513077863967,0.4892657152275639,0.5085971340695146,0.5684514684911761,0.9224135412718031,0.0,6.661338147750939e-16,0.9274838028847876,0.08035317986760701
0.5180307693088277,0.5862132603181159,0.62652529941766,0.0,0.5670883886336984,0.5230172194722724,0.03187249570027184,9.71445146547012e-17,0.40870789513299643,0.518509707237077,0.3071320266519501,0.5856647663725258,0.07251619706904372,0.3721917816686733,0.4494894610248039,0.5585972753048374,0.5803183018552032,0.9209272062891074,0.0,4.440892098500626e-16,0.927483802930956,0.08035318250527301
0.5040726720747404,0.5961816216673966,0.6201484993312363,0.0,0.5409224470973296,0.5431781121014563,0.03175390894551766,0.0,0.4498343762164666,0.514782683296485,0.30581763019596564,0.6032487083802707,0.07251619711520951,0.3785816391538964,0.42510635261457885,0.585508090241543,0.6000628409845614,0.9207163720498723,0.0,4.440892098500626e-16,0.9274838028847867,0.08035317986760701
0.48569210204623986,0.6141727603595349,0.6122525562773493,0.0,0.5191751494940857,0.560853929868501,0.029400838369554316,9.71445146547012e-17,0.6021228506449184,0.42763065822475005,0.307388838951783,0.6350616610852224,0.07251619713005164,0.38649374819152055,0.45156571710529825,0.5285083535086343,0.6572621103989471,0.9255612115968184,0.0,4.440892098500626e-16,0.9274838028699586,0.08035317902042212
0.4691873970074157,0.6302361933568755,0.6053682500562287,0.0,0.5111510483476553,0.5603354351829335,0.02757128077120452,9.71445146547012e-17,0.7596075203732362,0.2666195696872054,0.30794893530160206,0.6660790601289568,0.07251619711522422,0.39339214349995333,0.474624410224461,0.47997680106894336,0.7018394355350184,0.9297146316496008,0.0,4.440892098500626e-16,0.9274838028847876,0.08035317986760701
0.45437704032697396,0.6402232155793872,0.598945410682691,0.0,0.5119018692820821,0.5411344280613852,0.027948601656713312,9.71445146547012e-17,0.8480778346759958,0.08193703416302056,0.304703146671795,0.6921423674600833,0.07251619711185708,0.39982812201961854,0.44992651594763977,0.5101026968808107,0.7083572472402224,0.9292795810222971,0.0,4.440892098500626e-16,0.9274838028881494,0.08035318005966026
